TagNo,LabNo,SPP,Sex,Weight,Condition,Analysis_Date,Analysis_Time,Sample_Type,Analyte,Result,Detect,Result_Qualifier,Result_Unit,LOQ,Reporting_Limit,SDG,Remarks,CAS_Number,Location,Length,Sample_Date,Sample_ID,Prep
NA,L40006-59,NA,NA,NA,NA,20231124,1119,Sample,Heptachlor,0.107,Y,K J,ng/g,0.457,0.0551,WG87326,NA,76-44-8,NA,NA,10-Dec-21,190-1B,NA
NA,L40006-59,NA,NA,NA,NA,20231124,1119,Sample,Aldrin,NA,N,U,ng/g,1.19,0.101,WG87326,NA,309-00-2,NA,NA,10-Dec-21,190-1B,NA
NA,L40006-59,NA,NA,NA,NA,20231124,1119,Sample,"Chlordane, gamma (trans)",NA,N,U,ng/g,0.915,0.0622,WG87326,NA,5103-74-2,NA,NA,10-Dec-21,190-1B,NA
NA,L40006-59,NA,NA,NA,NA,20231124,1119,Sample,"Chlordane, alpha (cis)",NA,N,U,ng/g,0.917,0.0668,WG87326,NA,5103-71-9,NA,NA,10-Dec-21,190-1B,NA
NA,L40006-59,NA,NA,NA,NA,20231124,1119,Sample,"Chlordane, oxy-",1.13,Y,NA,ng/g,0.925,0.123,WG87326,NA,27304-13-8,NA,NA,10-Dec-21,190-1B,NA
NA,L40006-59,NA,NA,NA,NA,20231124,1119,Sample,"Nonachlor, trans-",1.5,Y,NA,ng/g,0.915,0.0322,WG87326,NA,39765-80-5,NA,NA,10-Dec-21,190-1B,NA
NA,L40006-59,NA,NA,NA,NA,20231124,1119,Sample,"Nonachlor, cis-",0.228,Y,J,ng/g,0.914,0.0333,WG87326,NA,5103-73-1,NA,NA,10-Dec-21,190-1B,NA
NA,L40006-59,NA,NA,NA,NA,20231124,1119,Sample,Mirex,0.519,Y,NA,ng/g,0.463,0.0464,WG87326,NA,2385-85-5,NA,NA,10-Dec-21,190-1B,NA
NA,L40006-59,NA,NA,NA,NA,20231124,1119,Sample,"2,4'-DDE",NA,N,U,ng/g,0.462,0.0101,WG87326,NA,3424-82-6,NA,NA,10-Dec-21,190-1B,NA
NA,L40006-59,NA,NA,NA,NA,20231124,1119,Sample,"2,4'-DDD",NA,N,U,ng/g,0.456,0.0288,WG87326,NA,53-19-0,NA,NA,10-Dec-21,190-1B,NA
NA,L40006-59,NA,NA,NA,NA,20231124,1119,Sample,"4,4'-DDD",7.36,Y,NA,ng/g,0.554,0.434,WG87326,NA,72-54-8,NA,NA,10-Dec-21,190-1B,NA
NA,L40006-59,NA,NA,NA,NA,20231124,1119,Sample,"2,4'-DDT",NA,N,U,ng/g,0.461,0.445,WG87326,NA,789-02-6,NA,NA,10-Dec-21,190-1B,NA
NA,L40006-59,NA,NA,NA,NA,20231124,1119,Sample,"4,4'-DDT",12.6,Y,NA,ng/g,0.462,0.498,WG87326,NA,50-29-3,NA,NA,10-Dec-21,190-1B,NA
NA,L40006-59 W,NA,NA,NA,NA,20231129,1047,Sample,"4,4'-DDE",331,Y,D,ng/g,2.8,0.0895,WG87326,NA,72-55-9,NA,NA,10-Dec-21,190-1B,NA
NA,L40006-59,NA,NA,NA,NA,20231110,0800,Sample,% Moisture,69.1,Y,NA,%,NA,NA,WG87326,NA,NA,NA,NA,10-Dec-21,190-1B,NA
NA,L40006-59,NA,NA,NA,NA,20231110,0800,Sample,% Lipid,4.77,Y,NA,%,NA,NA,WG87326,NA,NA,NA,NA,10-Dec-21,190-1B,NA
NA,L40006-60,NA,NA,NA,NA,20231124,1214,Sample,Hexachlorobenzene,0.688,Y,B,ng/g,0.457,0.0524,WG87326,NA,118-74-1,NA,NA,16-Dec-21,197-1,NA
NA,L40006-60,NA,NA,NA,NA,20231124,1214,Sample,"HCH, alpha",NA,N,U,ng/g,0.913,0.171,WG87326,NA,319-84-6,NA,NA,16-Dec-21,197-1,NA
NA,L40006-60,NA,NA,NA,NA,20231124,1214,Sample,"HCH, beta",NA,N,U,ng/g,0.912,0.214,WG87326,NA,319-85-7,NA,NA,16-Dec-21,197-1,NA
NA,L40006-60,NA,NA,NA,NA,20231124,1214,Sample,"HCH, gamma",0.235,Y,K J,ng/g,0.912,0.172,WG87326,NA,58-89-9,NA,NA,16-Dec-21,197-1,NA
NA,L40006-60,NA,NA,NA,NA,20231124,1214,Sample,Heptachlor,NA,N,U,ng/g,0.456,0.132,WG87326,NA,76-44-8,NA,NA,16-Dec-21,197-1,NA
NA,L40006-60,NA,NA,NA,NA,20231124,1214,Sample,Aldrin,NA,N,U,ng/g,1.19,0.155,WG87326,NA,309-00-2,NA,NA,16-Dec-21,197-1,NA
NA,L40006-60,NA,NA,NA,NA,20231124,1214,Sample,"Chlordane, gamma (trans)",NA,N,U,ng/g,0.913,0.0699,WG87326,NA,5103-74-2,NA,NA,16-Dec-21,197-1,NA
NA,L40006-60,NA,NA,NA,NA,20231124,1214,Sample,"Chlordane, alpha (cis)",NA,N,U,ng/g,0.916,0.075,WG87326,NA,5103-71-9,NA,NA,16-Dec-21,197-1,NA
NA,L40006-60,NA,NA,NA,NA,20231124,1214,Sample,"Chlordane, oxy-",NA,N,U,ng/g,0.924,0.337,WG87326,NA,27304-13-8,NA,NA,16-Dec-21,197-1,NA
NA,L40006-60,NA,NA,NA,NA,20231124,1214,Sample,"Nonachlor, trans-",0.118,Y,K J,ng/g,0.914,0.0567,WG87326,NA,39765-80-5,NA,NA,16-Dec-21,197-1,NA
NA,L40006-60,NA,NA,NA,NA,20231124,1214,Sample,"Nonachlor, cis-",NA,N,U,ng/g,0.913,0.0587,WG87326,NA,5103-73-1,NA,NA,16-Dec-21,197-1,NA
NA,L40006-60,NA,NA,NA,NA,20231124,1214,Sample,Mirex,NA,N,U,ng/g,0.462,0.0875,WG87326,NA,2385-85-5,NA,NA,16-Dec-21,197-1,NA
NA,L40006-60,NA,NA,NA,NA,20231124,1214,Sample,"2,4'-DDE",NA,N,U,ng/g,0.461,0.0221,WG87326,NA,3424-82-6,NA,NA,16-Dec-21,197-1,NA
NA,L40006-60,NA,NA,NA,NA,20231124,1214,Sample,"4,4'-DDE",3.11,Y,NA,ng/g,0.559,0.0298,WG87326,NA,72-55-9,NA,NA,16-Dec-21,197-1,NA
NA,L40006-60,NA,NA,NA,NA,20231124,1214,Sample,"2,4'-DDD",NA,N,U,ng/g,0.455,0.0196,WG87326,NA,53-19-0,NA,NA,16-Dec-21,197-1,NA
NA,L40006-60,NA,NA,NA,NA,20231124,1214,Sample,"4,4'-DDD",0.132,Y,J,ng/g,0.554,0.0177,WG87326,NA,72-54-8,NA,NA,16-Dec-21,197-1,NA
NA,L40006-60,NA,NA,NA,NA,20231124,1214,Sample,"2,4'-DDT",NA,N,U,ng/g,0.46,0.0182,WG87326,NA,789-02-6,NA,NA,16-Dec-21,197-1,NA
NA,L40006-60,NA,NA,NA,NA,20231124,1214,Sample,"4,4'-DDT",0.024,Y,K J,ng/g,0.461,0.0204,WG87326,NA,50-29-3,NA,NA,16-Dec-21,197-1,NA
NA,L40006-60,NA,NA,NA,NA,20231110,0800,Sample,% Moisture,62.9,Y,NA,%,NA,NA,WG87326,NA,NA,NA,NA,16-Dec-21,197-1,NA
NA,L40006-60,NA,NA,NA,NA,20231110,0800,Sample,% Lipid,16.7,Y,NA,%,NA,NA,WG87326,NA,NA,NA,NA,16-Dec-21,197-1,NA
NA,L40006-61,NA,NA,NA,NA,20231124,1308,Sample,Hexachlorobenzene,0.66,Y,B,ng/g,0.454,0.109,WG87326,NA,118-74-1,NA,NA,24-Dec-21,205-1,NA
NA,L40006-61,NA,NA,NA,NA,20231124,1308,Sample,"HCH, alpha",NA,N,U,ng/g,0.907,0.138,WG87326,NA,319-84-6,NA,NA,24-Dec-21,205-1,NA
NA,L40006-61,NA,NA,NA,NA,20231124,1308,Sample,"HCH, beta",NA,N,U,ng/g,0.906,0.294,WG87326,NA,319-85-7,NA,NA,24-Dec-21,205-1,NA
NA,L40006-61,NA,NA,NA,NA,20231124,1308,Sample,"HCH, gamma",NA,N,U,ng/g,0.906,0.254,WG87326,NA,58-89-9,NA,NA,24-Dec-21,205-1,NA
NA,L40006-61,NA,NA,NA,NA,20231124,1308,Sample,Heptachlor,NA,N,U,ng/g,0.453,0.119,WG87326,NA,76-44-8,NA,NA,24-Dec-21,205-1,NA
NA,L40006-61,NA,NA,NA,NA,20231124,1308,Sample,Aldrin,NA,N,U,ng/g,1.18,0.14,WG87326,NA,309-00-2,NA,NA,24-Dec-21,205-1,NA
NA,L40006-61,NA,NA,NA,NA,20231124,1308,Sample,"Chlordane, gamma (trans)",0.313,Y,J,ng/g,0.907,0.0526,WG87326,NA,5103-74-2,NA,NA,24-Dec-21,205-1,NA
NA,L40006-61,NA,NA,NA,NA,20231124,1308,Sample,"Chlordane, alpha (cis)",1.13,Y,NA,ng/g,0.91,0.0565,WG87326,NA,5103-71-9,NA,NA,24-Dec-21,205-1,NA
NA,L40006-61,NA,NA,NA,NA,20231124,1308,Sample,"Chlordane, oxy-",7.16,Y,NA,ng/g,0.918,0.328,WG87326,NA,27304-13-8,NA,NA,24-Dec-21,205-1,NA
NA,L40006-61,NA,NA,NA,NA,20231124,1308,Sample,"Nonachlor, trans-",10.7,Y,NA,ng/g,0.908,0.0799,WG87326,NA,39765-80-5,NA,NA,24-Dec-21,205-1,NA
NA,L40006-61,NA,NA,NA,NA,20231124,1308,Sample,"Nonachlor, cis-",0.999,Y,NA,ng/g,0.906,0.0828,WG87326,NA,5103-73-1,NA,NA,24-Dec-21,205-1,NA
NA,L40006-61,NA,NA,NA,NA,20231124,1308,Sample,Mirex,NA,N,U,ng/g,0.459,0.0852,WG87326,NA,2385-85-5,NA,NA,24-Dec-21,205-1,NA
NA,L40006-61,NA,NA,NA,NA,20231124,1308,Sample,"2,4'-DDE",NA,N,U,ng/g,0.458,0.0343,WG87326,NA,3424-82-6,NA,NA,24-Dec-21,205-1,NA
NA,L40006-61,NA,NA,NA,NA,20231124,1308,Sample,"4,4'-DDE",16.1,Y,NA,ng/g,0.556,0.0463,WG87326,NA,72-55-9,NA,NA,24-Dec-21,205-1,NA
NA,L40006-61,NA,NA,NA,NA,20231124,1308,Sample,"2,4'-DDD",NA,N,U,ng/g,0.452,0.0255,WG87326,NA,53-19-0,NA,NA,24-Dec-21,205-1,NA
NA,L40006-61,NA,NA,NA,NA,20231124,1308,Sample,"4,4'-DDD",0.33,Y,J,ng/g,0.55,0.0255,WG87326,NA,72-54-8,NA,NA,24-Dec-21,205-1,NA
NA,L40006-61,NA,NA,NA,NA,20231124,1308,Sample,"2,4'-DDT",0.052,Y,K J,ng/g,0.457,0.0262,WG87326,NA,789-02-6,NA,NA,24-Dec-21,205-1,NA
NA,L40006-61,NA,NA,NA,NA,20231124,1308,Sample,"4,4'-DDT",0.38,Y,J,ng/g,0.458,0.0293,WG87326,NA,50-29-3,NA,NA,24-Dec-21,205-1,NA
NA,L40006-61,NA,NA,NA,NA,20231110,0800,Sample,% Moisture,60.6,Y,NA,%,NA,NA,WG87326,NA,NA,NA,NA,24-Dec-21,205-1,NA
NA,L40006-61,NA,NA,NA,NA,20231110,0800,Sample,% Lipid,16.9,Y,NA,%,NA,NA,WG87326,NA,NA,NA,NA,24-Dec-21,205-1,NA
NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,Hexachlorobenzene,0.777,Y,B,ng/g,0.45,0.0617,WG87326,NA,118-74-1,NA,NA,24-Dec-21,206-1,NA
NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,"HCH, alpha",NA,N,U,ng/g,0.901,0.117,WG87326,NA,319-84-6,NA,NA,24-Dec-21,206-1,NA
NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,"HCH, beta",NA,N,U,ng/g,0.9,0.224,WG87326,NA,319-85-7,NA,NA,24-Dec-21,206-1,NA
NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,"HCH, gamma",NA,N,U,ng/g,0.9,0.194,WG87326,NA,58-89-9,NA,NA,24-Dec-21,206-1,NA
NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,Heptachlor,NA,N,U,ng/g,0.45,0.125,WG87326,NA,76-44-8,NA,NA,24-Dec-21,206-1,NA
NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,Aldrin,NA,N,U,ng/g,1.17,0.138,WG87326,NA,309-00-2,NA,NA,24-Dec-21,206-1,NA
NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,"Chlordane, gamma (trans)",NA,N,U,ng/g,0.901,0.0907,WG87326,NA,5103-74-2,NA,NA,24-Dec-21,206-1,NA
NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,"Chlordane, alpha (cis)",NA,N,U,ng/g,0.903,0.0973,WG87326,NA,5103-71-9,NA,NA,24-Dec-21,206-1,NA
NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,"Chlordane, oxy-",0.776,Y,J,ng/g,0.912,0.237,WG87326,NA,27304-13-8,NA,NA,24-Dec-21,206-1,NA
NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,"Nonachlor, trans-",2.39,Y,NA,ng/g,0.902,0.0446,WG87326,NA,39765-80-5,NA,NA,24-Dec-21,206-1,NA
NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,"Nonachlor, cis-",1.42,Y,NA,ng/g,0.9,0.0462,WG87326,NA,5103-73-1,NA,NA,24-Dec-21,206-1,NA
NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,Mirex,NA,N,U,ng/g,0.456,0.0672,WG87326,NA,2385-85-5,NA,NA,24-Dec-21,206-1,NA
NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,"2,4'-DDE",NA,N,U,ng/g,0.455,0.0137,WG87326,NA,3424-82-6,NA,NA,24-Dec-21,206-1,NA
NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,"4,4'-DDE",12.1,Y,NA,ng/g,0.552,0.0185,WG87326,NA,72-55-9,NA,NA,24-Dec-21,206-1,NA
NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,"2,4'-DDD",NA,N,U,ng/g,0.449,0.0155,WG87326,NA,53-19-0,NA,NA,24-Dec-21,206-1,NA
NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,"4,4'-DDD",0.756,Y,NA,ng/g,0.546,0.0198,WG87326,NA,72-54-8,NA,NA,24-Dec-21,206-1,NA
NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,"2,4'-DDT",0.098,Y,K J,ng/g,0.454,0.0202,WG87326,NA,789-02-6,NA,NA,24-Dec-21,206-1,NA
NA,L40006-62,NA,NA,NA,NA,20231124,1403,Sample,"4,4'-DDT",0.797,Y,NA,ng/g,0.455,0.0227,WG87326,NA,50-29-3,NA,NA,24-Dec-21,206-1,NA
NA,L40006-62,NA,NA,NA,NA,20231110,0800,Sample,% Moisture,66,Y,NA,%,NA,NA,WG87326,NA,NA,NA,NA,24-Dec-21,206-1,NA
NA,L40006-62,NA,NA,NA,NA,20231110,0800,Sample,% Lipid,12,Y,NA,%,NA,NA,WG87326,NA,NA,NA,NA,24-Dec-21,206-1,NA
NA,L40006-63,NA,NA,NA,NA,20231124,2234,Sample,Hexachlorobenzene,0.372,Y,B J,ng/g,0.432,0.0676,WG87326,NA,118-74-1,NA,NA,21-Dec-21,209-1,NA
NA,L40006-63,NA,NA,NA,NA,20231124,2234,Sample,"HCH, alpha",NA,N,U,ng/g,0.863,0.144,WG87326,NA,319-84-6,NA,NA,21-Dec-21,209-1,NA
NA,L40006-63,NA,NA,NA,NA,20231124,2234,Sample,"HCH, beta",NA,N,U,ng/g,0.862,0.254,WG87326,NA,319-85-7,NA,NA,21-Dec-21,209-1,NA
NA,L40006-63,NA,NA,NA,NA,20231124,2234,Sample,"HCH, gamma",0.234,Y,K J,ng/g,0.862,0.204,WG87326,NA,58-89-9,NA,NA,21-Dec-21,209-1,NA
NA,L40006-63,NA,NA,NA,NA,20231124,2234,Sample,Heptachlor,NA,N,U,ng/g,0.431,0.495,WG87326,NA,76-44-8,NA,NA,21-Dec-21,209-1,NA
NA,L40006-63,NA,NA,NA,NA,20231124,2234,Sample,Aldrin,NA,N,NQ,ng/g,1.12,NA,WG87326,NA,309-00-2,NA,NA,21-Dec-21,209-1,NA
NA,L40006-63,NA,NA,NA,NA,20231124,2234,Sample,"Chlordane, gamma (trans)",NA,N,U,ng/g,0.863,0.0891,WG87326,NA,5103-74-2,NA,NA,21-Dec-21,209-1,NA
NA,L40006-63,NA,NA,NA,NA,20231124,2234,Sample,"Chlordane, alpha (cis)",NA,N,U,ng/g,0.865,0.0957,WG87326,NA,5103-71-9,NA,NA,21-Dec-21,209-1,NA
NA,L40006-63,NA,NA,NA,NA,20231124,2234,Sample,"Chlordane, oxy-",NA,N,U,ng/g,0.873,0.42,WG87326,NA,27304-13-8,NA,NA,21-Dec-21,209-1,NA
NA,L40006-63,NA,NA,NA,NA,20231124,2234,Sample,"Nonachlor, trans-",0.28,Y,J,ng/g,0.864,0.0532,WG87326,NA,39765-80-5,NA,NA,21-Dec-21,209-1,NA
NA,L40006-63,NA,NA,NA,NA,20231124,2234,Sample,"Nonachlor, cis-",0.175,Y,J,ng/g,0.862,0.0551,WG87326,NA,5103-73-1,NA,NA,21-Dec-21,209-1,NA
NA,L40006-63,NA,NA,NA,NA,20231124,2234,Sample,Mirex,NA,N,U,ng/g,0.437,0.188,WG87326,NA,2385-85-5,NA,NA,21-Dec-21,209-1,NA
NA,L40006-63,NA,NA,NA,NA,20231124,2234,Sample,"2,4'-DDE",NA,N,U,ng/g,0.436,0.0255,WG87326,NA,3424-82-6,NA,NA,21-Dec-21,209-1,NA
NA,L40006-63,NA,NA,NA,NA,20231124,2234,Sample,"4,4'-DDE",2.81,Y,NA,ng/g,0.529,0.0344,WG87326,NA,72-55-9,NA,NA,21-Dec-21,209-1,NA
NA,L40006-63,NA,NA,NA,NA,20231124,2234,Sample,"2,4'-DDD",NA,N,U,ng/g,0.43,0.0224,WG87326,NA,53-19-0,NA,NA,21-Dec-21,209-1,NA
NA,L40006-63,NA,NA,NA,NA,20231124,2234,Sample,"4,4'-DDD",0.264,Y,J,ng/g,0.523,0.0191,WG87326,NA,72-54-8,NA,NA,21-Dec-21,209-1,NA
NA,L40006-63,NA,NA,NA,NA,20231124,2234,Sample,"2,4'-DDT",NA,N,U,ng/g,0.435,0.0196,WG87326,NA,789-02-6,NA,NA,21-Dec-21,209-1,NA
NA,L40006-63,NA,NA,NA,NA,20231124,2234,Sample,"4,4'-DDT",0.134,Y,K J,ng/g,0.436,0.0219,WG87326,NA,50-29-3,NA,NA,21-Dec-21,209-1,NA
NA,L40006-63,NA,NA,NA,NA,20231110,0800,Sample,% Moisture,63.1,Y,NA,%,NA,NA,WG87326,NA,NA,NA,NA,21-Dec-21,209-1,NA
NA,L40006-63,NA,NA,NA,NA,20231110,0800,Sample,% Lipid,17.6,Y,NA,%,NA,NA,WG87326,NA,NA,NA,NA,21-Dec-21,209-1,NA
NA,L40006-64  (A),NA,NA,NA,NA,20231124,2329,Sample,Hexachlorobenzene,1.85,Y,B,ng/g,0.455,0.0858,WG87326,NA,118-74-1,NA,NA,31-Dec-21,209-2,NA
NA,L40006-64  (A),NA,NA,NA,NA,20231124,2329,Sample,"HCH, alpha",NA,N,U,ng/g,0.911,0.0745,WG87326,NA,319-84-6,NA,NA,31-Dec-21,209-2,NA
NA,L40006-64  (A),NA,NA,NA,NA,20231124,2329,Sample,"HCH, beta",NA,N,U,ng/g,0.909,0.265,WG87326,NA,319-85-7,NA,NA,31-Dec-21,209-2,NA
NA,L40006-64  (A),NA,NA,NA,NA,20231124,2329,Sample,"HCH, gamma",NA,N,U,ng/g,0.909,0.202,WG87326,NA,58-89-9,NA,NA,31-Dec-21,209-2,NA
NA,L40006-64  (A),NA,NA,NA,NA,20231124,2329,Sample,Heptachlor,NA,N,U,ng/g,0.455,0.0824,WG87326,NA,76-44-8,NA,NA,31-Dec-21,209-2,NA
NA,L40006-64  (A),NA,NA,NA,NA,20231124,2329,Sample,Aldrin,NA,N,U,ng/g,1.18,0.0919,WG87326,NA,309-00-2,NA,NA,31-Dec-21,209-2,NA
NA,L40006-64  (A),NA,NA,NA,NA,20231124,2329,Sample,"Chlordane, gamma (trans)",NA,N,U,ng/g,0.911,0.067,WG87326,NA,5103-74-2,NA,NA,31-Dec-21,209-2,NA
NA,L40006-64  (A),NA,NA,NA,NA,20231124,2329,Sample,"Chlordane, alpha (cis)",NA,N,U,ng/g,0.913,0.0719,WG87326,NA,5103-71-9,NA,NA,31-Dec-21,209-2,NA
NA,L40006-64  (A),NA,NA,NA,NA,20231124,2329,Sample,"Chlordane, oxy-",NA,N,U,ng/g,0.922,0.258,WG87326,NA,27304-13-8,NA,NA,31-Dec-21,209-2,NA
NA,L40006-64  (A),NA,NA,NA,NA,20231124,2329,Sample,"Nonachlor, trans-",0.151,Y,J,ng/g,0.912,0.0461,WG87326,NA,39765-80-5,NA,NA,31-Dec-21,209-2,NA
NA,L40006-64  (A),NA,NA,NA,NA,20231124,2329,Sample,"Nonachlor, cis-",0.059,Y,J,ng/g,0.91,0.0477,WG87326,NA,5103-73-1,NA,NA,31-Dec-21,209-2,NA
NA,L40006-64  (A),NA,NA,NA,NA,20231124,2329,Sample,Mirex,NA,N,U,ng/g,0.461,0.0386,WG87326,NA,2385-85-5,NA,NA,31-Dec-21,209-2,NA
NA,L40006-64  (A),NA,NA,NA,NA,20231124,2329,Sample,"2,4'-DDE",NA,N,U,ng/g,0.46,0.0097,WG87326,NA,3424-82-6,NA,NA,31-Dec-21,209-2,NA
NA,L40006-64  (A),NA,NA,NA,NA,20231124,2329,Sample,"4,4'-DDE",0.648,Y,NA,ng/g,0.558,0.013,WG87326,NA,72-55-9,NA,NA,31-Dec-21,209-2,NA
NA,L40006-64  (A),NA,NA,NA,NA,20231124,2329,Sample,"2,4'-DDD",NA,N,U,ng/g,0.454,0.0284,WG87326,NA,53-19-0,NA,NA,31-Dec-21,209-2,NA
NA,L40006-64  (A),NA,NA,NA,NA,20231124,2329,Sample,"4,4'-DDD",0.039,Y,J,ng/g,0.552,0.0195,WG87326,NA,72-54-8,NA,NA,31-Dec-21,209-2,NA
NA,L40006-64  (A),NA,NA,NA,NA,20231124,2329,Sample,"2,4'-DDT",NA,N,U,ng/g,0.459,0.02,WG87326,NA,789-02-6,NA,NA,31-Dec-21,209-2,NA
NA,L40006-64  (A),NA,NA,NA,NA,20231124,2329,Sample,"4,4'-DDT",0.096,Y,J,ng/g,0.46,0.0224,WG87326,NA,50-29-3,NA,NA,31-Dec-21,209-2,NA
NA,L40006-64  (A),NA,NA,NA,NA,20231110,0800,Sample,% Moisture,73.4,Y,NA,%,NA,NA,WG87326,NA,NA,NA,NA,31-Dec-21,209-2,NA
NA,L40006-64  (A),NA,NA,NA,NA,20231110,0800,Sample,% Lipid,18.2,Y,NA,%,NA,NA,WG87326,NA,NA,NA,NA,31-Dec-21,209-2,NA
NA,WG87326-103  (DUP L40006-64),NA,NA,NA,NA,20231125,0023,DUP,Hexachlorobenzene,0.298,Y,B J,ng/g,0.439,0.0888,WG87326,NA,118-74-1,NA,NA,31-Dec-21,209-2 (Duplicate),NA
NA,WG87326-103  (DUP L40006-64),NA,NA,NA,NA,20231125,0023,DUP,"HCH, alpha",NA,N,U,ng/g,0.879,0.181,WG87326,NA,319-84-6,NA,NA,31-Dec-21,209-2 (Duplicate),NA
NA,WG87326-103  (DUP L40006-64),NA,NA,NA,NA,20231125,0023,DUP,"HCH, beta",NA,N,U,ng/g,0.877,0.315,WG87326,NA,319-85-7,NA,NA,31-Dec-21,209-2 (Duplicate),NA
NA,WG87326-103  (DUP L40006-64),NA,NA,NA,NA,20231125,0023,DUP,"HCH, gamma",NA,N,U,ng/g,0.877,0.157,WG87326,NA,58-89-9,NA,NA,31-Dec-21,209-2 (Duplicate),NA
NA,WG87326-103  (DUP L40006-64),NA,NA,NA,NA,20231125,0023,DUP,Heptachlor,NA,N,U,ng/g,0.439,0.141,WG87326,NA,76-44-8,NA,NA,31-Dec-21,209-2 (Duplicate),NA
NA,WG87326-103  (DUP L40006-64),NA,NA,NA,NA,20231125,0023,DUP,Aldrin,NA,N,U,ng/g,1.14,0.176,WG87326,NA,309-00-2,NA,NA,31-Dec-21,209-2 (Duplicate),NA
NA,WG87326-103  (DUP L40006-64),NA,NA,NA,NA,20231125,0023,DUP,"Chlordane, gamma (trans)",NA,N,U,ng/g,0.879,0.1,WG87326,NA,5103-74-2,NA,NA,31-Dec-21,209-2 (Duplicate),NA
NA,WG87326-103  (DUP L40006-64),NA,NA,NA,NA,20231125,0023,DUP,"Chlordane, alpha (cis)",NA,N,U,ng/g,0.881,0.108,WG87326,NA,5103-71-9,NA,NA,31-Dec-21,209-2 (Duplicate),NA
NA,WG87326-103  (DUP L40006-64),NA,NA,NA,NA,20231125,0023,DUP,"Chlordane, oxy-",NA,N,U,ng/g,0.889,0.328,WG87326,NA,27304-13-8,NA,NA,31-Dec-21,209-2 (Duplicate),NA
NA,WG87326-103  (DUP L40006-64),NA,NA,NA,NA,20231125,0023,DUP,"Nonachlor, trans-",0.048,Y,J,ng/g,0.88,0.0416,WG87326,NA,39765-80-5,NA,NA,31-Dec-21,209-2 (Duplicate),NA
NA,WG87326-103  (DUP L40006-64),NA,NA,NA,NA,20231125,0023,DUP,"Nonachlor, cis-",NA,N,U,ng/g,0.878,0.0431,WG87326,NA,5103-73-1,NA,NA,31-Dec-21,209-2 (Duplicate),NA
NA,WG87326-103  (DUP L40006-64),NA,NA,NA,NA,20231125,0023,DUP,Mirex,NA,N,U,ng/g,0.445,0.0927,WG87326,NA,2385-85-5,NA,NA,31-Dec-21,209-2 (Duplicate),NA
NA,WG87326-103  (DUP L40006-64),NA,NA,NA,NA,20231125,0023,DUP,"2,4'-DDE",NA,N,U,ng/g,0.444,0.0261,WG87326,NA,3424-82-6,NA,NA,31-Dec-21,209-2 (Duplicate),NA
NA,WG87326-103  (DUP L40006-64),NA,NA,NA,NA,20231125,0023,DUP,"4,4'-DDE",0.247,Y,J,ng/g,0.538,0.0351,WG87326,NA,72-55-9,NA,NA,31-Dec-21,209-2 (Duplicate),NA
NA,WG87326-103  (DUP L40006-64),NA,NA,NA,NA,20231125,0023,DUP,"2,4'-DDD",NA,N,U,ng/g,0.438,0.0239,WG87326,NA,53-19-0,NA,NA,31-Dec-21,209-2 (Duplicate),NA
NA,WG87326-103  (DUP L40006-64),NA,NA,NA,NA,20231125,0023,DUP,"4,4'-DDD",NA,N,U,ng/g,0.533,0.0358,WG87326,NA,72-54-8,NA,NA,31-Dec-21,209-2 (Duplicate),NA
NA,WG87326-103  (DUP L40006-64),NA,NA,NA,NA,20231125,0023,DUP,"2,4'-DDT",NA,N,U,ng/g,0.443,0.0367,WG87326,NA,789-02-6,NA,NA,31-Dec-21,209-2 (Duplicate),NA
NA,WG87326-103  (DUP L40006-64),NA,NA,NA,NA,20231125,0023,DUP,"4,4'-DDT",NA,N,U,ng/g,0.444,0.0411,WG87326,NA,50-29-3,NA,NA,31-Dec-21,209-2 (Duplicate),NA
NA,WG87326-103  (DUP L40006-64),NA,NA,NA,NA,20231110,0800,DUP,% Moisture,72.8,Y,NA,%,NA,NA,WG87326,NA,NA,NA,NA,31-Dec-21,209-2 (Duplicate),NA
NA,WG87326-103  (DUP L40006-64),NA,NA,NA,NA,20231110,0800,DUP,% Lipid,6.09,Y,NA,%,NA,NA,WG87326,NA,NA,NA,NA,31-Dec-21,209-2 (Duplicate),NA
NA,L40006-65,NA,NA,NA,NA,20231125,0118,Sample,Hexachlorobenzene,0.187,Y,B J,ng/g,0.449,0.076,WG87326,NA,118-74-1,NA,NA,31-Dec-21,210-1,NA
